Begin Time - msec,End Time - msec,Yonaguni,fileno,mfa
4041689,4047639,anu=ja nai=dagati dadu agjan=do <zibun=no toki=wa> agjan=do<=to=ga iutte> ,362,anuja naidagati dadu agjando qzibunno qtokiwa agjandoqtoga qiutte 
4060104,4067034,<ija ieru> nai=dagati dadu agitan=do <kore=wa zibun=de=mo n ii=wake>,364,qija qieru naidagati dadu agitando qkorewa qzibundemo qn qiiwake
4111674,4114014,nai=ja ma simi=du aru,367,naija ma simidu aru
4137954,4142084,mai=ja agi ata=nga nai=ja simi=du buru,370,maija agi atanga naija simidu buru
4152649,4160459,kanu <ristoran>=ja agi ata=nga nai=ja simi=du buru,371,kanu qristoranja agi atanga naija simidu buru
4203224,4209294,mai=ja mai=ja mai=ja agita=nga nai=ja simi=du buru<=to iu>,374,maija maija maija agitanga naija simidu buruqto qiu
4312089,4314519,mata nindi=du buru=do<=to=wa iu=sa>,380,mata nindidu burudoqtowa qiusa
4320444,4322414,ugita=nga mata nindun,382,ugitanga mata nindun
4353839,4358719,kanu dadu agi buta=nga insata=ba,383,kanu dadu agi butanga insataba
4362684,4364384,du=tu isi=ja naranun,385,dutu isija naranun
4374733,4376993,du=tu isi=ja agi tsanun,388,dutu isija agi tsanun
4379058,4381158,<zibun hitori=de=wa> agi tsanun,389,qzibun qhitoridewa agi tsanun
4433152,4434222,agi tsanun,395,agi tsanun
4475522,4478492,kanu dadu agita=nga,396,kanu dadu agitanga
4625490,4628590,kanu dadu agiru=ndi=du ita=nga<=ga ii hazu=jo>,413,kanu dadu agirundidu itangaqga qii qhazujo
4666527,4675947,kudu=ja da=nki iti=ti dadu agita=nga kutuci=ja umiranutan,416,kuduja danki ititi dadu agitanga kutucija umiranutan
4680007,4682773,kudu=ja da=nki iti=ti,417,kuduja danki ititi
4689561,4691000,kutuci=ja,420,kutucija
4710091,4722967,kudu=ja (arisitimita?) agita=nga kutuci=ja <jappari> (agi-) agiranutan nu=n iranutan,422,kuduja arisitimita agitanga kutucija qjappari agi agiranutan nun iranutan
4724581,4725971,nu=n iranutan,423,nun iranutan
4759165,4768325,kudu=ja da=nki iti=ti dadu agi buta=nga kutuci=ja u=nni=nu munu (ti?) iranutan nsan nsan,424,kuduja danki ititi dadu agi butanga kutucija unninu munu ti iranutan nsan nsan
4790245,4794045,agja=nga kutuci=ja agiranun,425,agjanga kutucija agiranun
4812949,4814549,kutuci=ja nu=n iranun,428,kutucija nun iranun
4867530,4874235,<tomodaci>=nga ku=ndi ndi=bi dadu agita=nga madi si buranu<=to=ka>,433,qtomodacinga kundi ndibi dadu agitanga madi si buranuqtoka
4882020,4883860,ku=ndi ndi=bi,435,kundi ndibi
4891005,4893945,dadu agi=ti nni-ta=nga si buranun,437,dadu agiti nnitanga si buranun
4896079,4897689,agi=ti nnita=nga,438,agiti nnitanga
4943135,4946285,si buru kai=ndi tta agiti nni buta=nga,440,si buru kaindi tta agiti nni butanga
4946344,4947233,tta<=ga hairu>,441,ttaqga qhairu
4947573,4948259,tta<=to>,442,ttaqto
4950691,4954493,tta nni buta=nga si buranutan,443,tta nni butanga si buranutan
4959950,4961520,tta nni buta=nga,444,tta nni butanga
